year,category,nominee,workers,winner
2018,"Producer of the Year, Non-Classical",Calvin Harris (producer),,FALSE
2018,"Producer of the Year, Non-Classical",The Stereotypes (producer),,FALSE
2018,Record of the Year,24K Magic,"Bruno Mars (Artist), Serban Ghenea (Mixer/Engineer), John Hanes (Mixer/Engineer), Charles Moniz (Mixer/Engineer), Tom Coyne (Mastering Engineer), Shampoo Press & Curl (producers)",TRUE
2018,Record of the Year,The Story of O.J.,"Jay-Z (artist/producer), No I.D. (producer), Gimel Keaton (engineer/mixer), Dave Kutch (mastering engineer), Jimmy Douglass (engineer/mixer)",FALSE
2018,Record of the Year,Despacito,"Luis Fonsi (artist), Daddy Yankee (artist), Justin Bieber (artist), Josh Gudwin (producer/engineer/mixer), Mauricio Rengifo (producer), Andrés Torres (producer), Jaycen Joshua (engineer/mixer), Dave Kutch (mastering engineer), Luis 'Salda' Saldarriaga (engineer/mixer), Juan G. Rivera (engineer/mixer), Chris O'Ryan (engineer/mixer)",FALSE
2018,Song of the Year,That's What I Like,"Bruno Mars (Artist/Songwriter), Brody Brown (Songwriter), James Fauntleroy (Songwriter), Philip Lawrence (Songwriter), Jeremy Reeves (Songwriter), Ray Romulus (Songwriter), Jonathan Yip (Songwriter), Ray Charles McCullough II (Songwriter)",TRUE
2018,Song of the Year,Despacito,"Daddy Yankee (Artist/Songwriter), Luis Fonsi (Artist/Songwriter), Justin Bieber (Artist/Songwriter), Poo Bear (Songwriter), Erika Ender (Songwriter), Marty James Garton (Songwriter)",FALSE
2018,Song of the Year,Issues,"Julia Michaels (Artist/Songwriter), Benny Blanco (Songwriter), Mikkel Storleer Eriksen (Songwriter), Tor Erik Hermansen (Songwriter), Justin Tranter (Songwriter)",FALSE
2019,Album of the Year,Golden Hour,"Kacey Musgraves (artist/producer/songwriter), Ian Fitchuk (producer/songwriter), Daniel Tashian (producer/songwriter), Craig Alvin (engineer/mixer), Shawn Everett (engineer/mixer), Greg Calbi (mastering engineer), Steve Fallone (mastering engineer)",TRUE
2019,Album of the Year,Invasion of Privacy,"Cardi B (artist/songwriter), Leslie Brathwaite (engineer/mixer), Evan LaRay (engineer/mixer), Jorden Thorpe (songwriter), Colin Leonard (mastering engineer)",FALSE
2019,Album of the Year,H.E.R,"H.E.R. (artist/producer/songwriter), Darhyl Camper Jr. (producer/songwriter), David Harris (producer), Walter Jones (producer), Jeff Robinson (producer), Mikio Tsutsumi (engineer/mixer), Dave Kutch (mastering engineer)",FALSE
2019,Album of the Year,"Black Panther: The Album, Music from and Inspired By","Kendrick Lamar (featured artist/producer/songwriter), Sounwave (producer/songwriter), Matt Schaeffer (engineer/mixer), Mike Bozzi (mastering engineer)",FALSE
2019,Best Album Notes,Voices Of Mississippi: Artists and Musicians Documented by William Ferris by Various Artists,David Evans (album notes writer),TRUE
2019,Best Album Notes,The 1960 Time Sessions,Ben Ratliff (album notes writer),FALSE
2019,Best Album Notes,"Alpine Dreaming: The Helvetia Records Story, 1920-1924 (Various artists)",James Leary (album notes writer),FALSE
2019,Best Alternative Music Album,Colors,"Beck (artist/producer), Greg Kurstin (producer/engineer/mixer), Julian Burg (engineer/mixer), Serban Ghenea (engineer/mixer), David Greenbaum (engineer/mixer), John Hanes (engineer/mixer), Florian Lagatta (engineer/mixer), Cole M. Grief-Neil (engineer/mixer), Alex Pasco (engineer/mixer), Jesse Shatkin (engineer/mixer), Darrell Thorp (engineer/mixer), Cassidy Turbin (engineer/mixer)",TRUE
2019,Best Alternative Music Album,Utopia,Björk (artist),FALSE
2019,Best Alternative Music Album,Masseduction,St. Vincent (artist),FALSE
2019,Best American Roots Performance,The Joke,Brandi Carlile (artist),TRUE
2019,Best American Roots Performance,St. James Infirmary Blues,Jonathan Batiste (artist),FALSE
2019,Best American Roots Performance,Last Man Standing,Willie Nelson (artist),FALSE
2019,Best American Roots Song,The Joke,"Brandi Carlile (artist/songwriter), Dave Cobb (songwriter), Phil Hanseroth (songwriter), Tim Hanseroth (songwriter)",TRUE
2019,Best American Roots Song,Knockin' on Your Screen Door,"Pat McLaughlin (songwriter), John Prine (songwriter/artist)",FALSE
2019,Best American Roots Song,All the Trouble,"Waylon Payne (songwriter), Lee Ann Womack (songwriter), Adam Wright (songwriter/artist)",FALSE
2019,Best Americana Album,"By the Way, I Forgive You","Brandi Carlile (artist), Dave Cobb (producer), Shooter Jennings (producer), Eddie Spear (engineer/mixer)",TRUE
2019,Best Americana Album,The Tree of Forgiveness,John Prine (artist),FALSE
2019,Best Americana Album,One Drop of Truth,The Wood Brothers (artist),FALSE
2019,"Best Arrangement, Instrumental or A Cappella",Stars and Stripes Forever,"John Daversa (arranger), John Daversa Big Band Featuring DACA Artists",TRUE
2019,"Best Arrangement, Instrumental or A Cappella",Madrid Finale,John Powell (arranger),FALSE
2019,"Best Arrangement, Instrumental or A Cappella",Batman Theme (TV),"Wynton Marsalis (artist), Justin Wilson (arranger), Randy Waldman (arranger/artist)",FALSE
2019,"Best Arrangement, Instruments and Vocals",Spiderman Theme,"Mark Kibble (arranger), Randy Waldman (arranger/artist), Justin Wilson (arranger), Take 6 (artist), Chris Potter (artist)",TRUE
2019,"Best Arrangement, Instruments and Vocals",Niña,"Magos Herrera (artist), Brooklyn Rider (artist), Gonzalo Grau (arranger)",FALSE
2019,"Best Arrangement, Instruments and Vocals",Mona Lisa,"Vincent Mendoza (arranger), Gregory Porter (artist)",FALSE
2019,Best Bluegrass Album,The Travelin' McCrourys,"The Travelin' Mccourys (artist/producer), Sean Sullivan (engineer/mixer)",TRUE
2019,Best Bluegrass Album,Sister Sadie II,Sister Sadie (artist),FALSE
2019,Best Bluegrass Album,North of Despair,Wood & Wire (artist),FALSE
2019,Best Boxed or Special Limited Edition Package,Squeeze Box: The Complete Works of Weird Al Yankovic,"Meghan Foley (art director), Annie Stoll (art director), 'Weird Al' Yankovic (art director/artist)",TRUE
2019,Best Boxed or Special Limited Edition Package,Pacific Northwest '73–'74: The Complete Recordings,"Lisa Glines (art director), Doran Tyson (art director), Roy Vickers (art director)",FALSE
2019,Best Boxed or Special Limited Edition Package,Too Many Bad Habits,"Sarah Dodds (art director), Shauna Dodds (art director)",FALSE
2019,Best Chamber Music/Small Ensemble Performance,"Anderson, Laurie: Landfall","Laurie Anderson (artist), Kronos Quartet (artist), Scott Fraser (producer)",TRUE
2019,Best Chamber Music/Small Ensemble Performance,Blueprinting,Aizuri Quartet (artist),FALSE
2019,Best Chamber Music/Small Ensemble Performance,"Beethoven, Shostakovich & Bach",The Danish String Quartet (artist),FALSE
2019,Best Children's Album,All the Sounds,"Lucy Kalintari, The Jazz Cats, Denise Barbarita (engineer/mixer)",TRUE
2019,Best Children's Album,The Nation of Imagine,Frank & Deane (artist),FALSE
2019,Best Children's Album,Building Blocks,Tim Kubart (artist),FALSE
2019,Best Choral Performance,McLoskey: Zealot Canticles,"Donald Nally (conductor), Doris Hall-Gulati, Rebecca Harris, Arlen Hlusko, Lorenzo Ravel, Mandy Wolman, The Crossing, Paul Vazquez (producer)",TRUE
2019,Best Choral Performance,Seven Words from the Cross,"Matthew Guard (conductor), Skylark (artist)",FALSE
2019,Best Choral Performance,Chesnokov: Teach Me Thy Statutes,"Vladimir Krakov (artist), Vladimir Gorbik (conductor), Mikhail Davydov (artist), PaTRAM Institute Male Choir (artist)",FALSE
2019,Best Classical Compendium,Fuchs: Piano Concerto 'Spiritualist'; Poems Of Life; Glacier; Rush,"JoAnn Falletta (conductor), Tim Handley (producer), Jonathan Allen (engineer)",TRUE
2019,Best Classical Compendium,Vaughan Williams: Piano Concerto; Oboe Concerto; Serenade to Music; Flos Campi,"Peter Oundjian (conductor), Blanton Alspaugh (producer)",FALSE
2019,Best Classical Compendium,Gold,"The King's Singers (artist), Nigel Short (producer)",FALSE
2019,Best Classical Instrumental Solo,Kernis: Violin Concerto,"James Ehnes, Ludovic Morlot (conductor), Seattle Symphony Orchestra",TRUE
2019,Best Classical Instrumental Solo,Biber: The Mystery Sonatas,"Christina Day Martinson (artist), Martin Pearlman (conductor), Boston Baroque (artist)",FALSE
2019,Best Classical Instrumental Solo,"Bruch: Scottish Fantasy, Op. 46; Violin Concerto No. 1 in G Minor, Op. 26","Joshua Bell (artist), The Academy of St. Martin-in-the-Fields (artist)",FALSE
2019,Best Classical Solo Vocal Album,"Songs Of Orpheus - Monteverdi, Caccini, D'India & Landi","Karim Sulayman, Jeannette Sorrell (conductor), Apollo's Fire, Erica Brenner (producer), Ian Dobie (engineer/mixer), Daniel Shores (mixer)",TRUE
2019,Best Classical Solo Vocal Album,Mirages,"Les Siècles (artist), Jodie Devos (artist), Marianne Crebassa (artist), Sabine Devieilhe (artist), François-Xavier Roth (conductor), Alexandre Tharaud (artist)",FALSE
2019,Best Classical Solo Vocal Album,The Handel Album,"Philippe Jaroussky (artist), Artaserse (ensemble)",FALSE
2019,Best Comedy Album,Equanimity & The Bird Revelation,Dave Chappelle,TRUE
2019,Best Comedy Album,Standup for Drummers,Fred Armisen,FALSE
2019,Best Comedy Album,Annihilation,Patton Oswalt,FALSE
2019,Best Compilation Soundtrack for Visual Media,plus Various Artists,The Greatest Showman,TRUE
2019,Best Compilation Soundtrack for Visual Media,Various Artists,Deadpool 2,FALSE
2019,Best Compilation Soundtrack for Visual Media,Various Artists,Stranger Things,FALSE
2019,Best Contemporary Blues Album,Please Don't Be Dead,"Fantastic Negrito (artist/producer), Nahuel Bronzini (engineer/mixer), Alexandro Maloles (engineer/mixer), Matt Winegar (engineer/mixer)",TRUE
2019,Best Contemporary Blues Album,Cry No More,Danielle Nicole (artist),FALSE
2019,Best Contemporary Blues Album,Victor Wainwright and the Train,Victor Wainwright and the Train (artist),FALSE
2019,Best Contemporary Christian Music Album,Look Up Child,Lauren Daigle,TRUE
2019,Best Contemporary Christian Music Album,Living with a Fire,Jesus Culture,FALSE
2019,Best Contemporary Christian Music Album,Survivor: Live from Harding Prison,Zach Williams,FALSE
2019,Best Contemporary Christian Music Performance/Song,You Say,"Lauren Daigle, Jason Ingram, Paul Mabury",TRUE
2019,Best Contemporary Christian Music Performance/Song,Joy,"For King & Country, Ben Glover, Matt Hales, Blake Kanicka, Joel Smallbone, Luke Smallbone, Tedd T, Seth Mosley",FALSE
2019,Best Contemporary Christian Music Performance/Song,Known,"Tauren Wells, Jordan Sapp, Ethan Hulse",FALSE
2019,Best Contemporary Classical Composition,Kernis: Violin Concerto,"Aaron Jay Kernis (composer), James Ehnes, Ludovic Morlot, Seattle Symphony Orchestra",TRUE
2019,Best Contemporary Classical Composition,Heggie: Great Scott,"Joyce DiDonato (artist), Ailyn Pérez (artist), Frederica von Stade (artist), Nathan Gunn (artist), Anthony Roth Costanzo (artist), Kevin Burdette (artist), Mike Hayes (artist), Mark Hamrock (artist), Manuel Palazzo (artist), Patrick Summers (artist), Jake Heggie (composer), Terrence E. McNally (librettist)",FALSE
2019,Best Contemporary Classical Composition,Bates: The (R)evolution of Steve Jobs,"Santa Fe Opera Orchestra (artist), Jessica Jones (artist), Edward Parks (artist), Garrett Sorenson (artist), Wei Wu (artist), Sasha Cooke (artist), Mason Bates (composer), Mark Campbell (librettist), Michael Christie (artist)",FALSE
2019,Best Contemporary Instrumental Album,Steve Gadd Band,"Steve Gadd Band (artist), Rich Breen (engineer/mixer)",TRUE
2019,Best Contemporary Instrumental Album,Modern Lore,Julian Lage (artist),FALSE
2019,Best Country Album,Golden Hour,Kacey Musgraves,TRUE
2019,Best Country Album,Port Saint Joe,Brothers Osborne,FALSE
2019,Best Country Album,Unapologetically,Kelsea Ballerini,FALSE
2019,Best Country Duo/Group Performance,Tequila,Dan + Shay (artist),TRUE
2019,Best Country Duo/Group Performance,Shoot Me Straight,Brothers Osborne (artist),FALSE
2019,Best Country Duo/Group Performance,Dear Hate,"Maren Morris (artist), Vince Gill (artist)",FALSE
2019,Best Country Solo Performance,Butterflies,Kacey Musgraves (artist),TRUE
2019,Best Country Solo Performance,Parallel Line,Keith Urban (artist),FALSE
2019,Best Country Solo Performance,Mona Lisas and Mad Hatters,Maren Morris (artist),FALSE
2019,Best Country Song,Space Cowboy (Kacey Musgraves),"Luke Laird, Shane McAnally, Kacey Musgraves",TRUE
2019,Best Country Song,Break Up in the End (Cole Swindell),"Jessie Jo Dillon, Chase McGill, Jon Nite",FALSE
2019,Best Country Song,I Lived It (Blake Shelton),"Rhett Akins, Ross Copperman, Ashley Gorley, Ben Hayslip",FALSE
2019,Best Dance Recording,Electricity,"Silk City (artist/producer), Dua Lipa (artist), Diplo (artist), Mark Ronson (artist), Jarami (producer), Alex Metric (producer), Riton (producer), Josh Gudwin (mixer)",TRUE
2019,Best Dance Recording,Ultimatum,"Fatoumata Diawara (artist), Disclosure (artist/producer/mixer)",FALSE
2019,Best Dance Recording,Ghost Voices,Porter Robinson (producer/artist/mixer),FALSE
2019,Best Dance/Electronic Album,Woman Worldwide,Justice (artist/producer/engineer/mixer),TRUE
2019,Best Dance/Electronic Album,Treehouse,Sofi Tukker (artist),FALSE
2019,Best Dance/Electronic Album,Lune Rouge,TokiMonsta (artist),FALSE
2019,"Best Engineered Album, Classical",Shostakovich: Symphonies Nos. 4 & 11,"Shawn Murphy (engineer), Nick Squire (engineer), Tim Martyn (mastering engineer), Andris Nelsons, Boston Symphony Orchestra",TRUE
2019,"Best Engineered Album, Classical",Liquid Melancholy: Clarinet Music of James M. Stephenson,"John Bruce Yeh (artist), Bill Maylone (engineer/mastering engineer), Mary Mazurek (engineer)",FALSE
2019,"Best Engineered Album, Classical",Bates: The (R)evolution of Steve Jobs,"Santa Fe Opera Orchestra (artist), Jessica Jones (artist), Edward Parks (artist), Sasha Cooke (artist), Wei Wu (artist), Garrett Sorenson (artist), Marc Donahue (engineer/mastering engineer), Dirk Sobotka (engineer), Michael Christie (artist)",FALSE
2019,"Best Engineered Album, Non-Classical",Colors,"Julian Burg (engineer), Serban Ghenea (engineer), David Greenbaum (engineer), John Hanes (engineer), Beck (engineer), Greg Kurstin (engineer), Florian Lagatta (engineer), Cole M. Grief-Neil (engineer), Alex Pasco (engineer), Jesse Shatkin (engineer), Darrell Thorp (engineer), Cassidy Turbin (engineer), Chris Bellman (engineer), Tom Coyne (mastering engineer), Emily Lazar (mastering engineer), Randy Merrill (mastering engineer)",TRUE
2019,"Best Engineered Album, Non-Classical",Voicenotes,"Manny Marroquin (engineer), Charlie Puth (engineer/artist), Dave Kutch (mastering engineer)",FALSE
2019,"Best Engineered Album, Non-Classical",All the Things That I Did and All the Things That I Didn't Do,"Ryan Freeland (engineer), Kenneth Pattengale (engineer), Kim Rosen (mastering engineer), The Milk Carton Kids (artist)",FALSE
2019,Best Folk Album,All Ashore,"Punch Brothers (artist/producer), Jason Wormer (engineer/mixer)",TRUE
2019,Best Folk Album,Weed Garden,Iron & Wine (artist),FALSE
2019,Best Folk Album,Rifles & Rosary Beads,Mary Gauthier (artist),FALSE
2019,Best Gospel Album,Hiding Place,"Tori Kelly (artist), Kirk Franklin (artist/producer), Ronald Hill (producer), Max Stark (producer), Rob Chiarelli (engineer/mixer), Michael Havens (engineer/mixer)",TRUE
2019,Best Gospel Performance/Song,Never Alone,"Tori Kelly (artist), Kirk Franklin (artist/producer), Victoria Kelly (songwriter)",TRUE
2019,Best Historical Album,Voices of Mississippi: Artists and Musicians Documented by William Ferris (various artists),"William R. Ferris (compilation producers), April Ledbetter (compilation producers), Steven Lance Ledbetter (compilation producers), Michael Graves (mastering engineer)",TRUE
2019,Best Historical Album,Battleground Korea: Songs and Sounds of America's Forgotten War (Various artists),"Hugo Keesing (compilation producer), Christian Zwarg (mastering engineer)",FALSE
2019,Best Historical Album,A Rhapsody in Blue: The Extraordinary Life of Oscar Levant,"Oscar Levant (artist), Rebekah Wineman (mastering engineer), Andreas K. Meyer (mastering engineer), Robert Russ (compilation producer)",FALSE
2019,Best Immersive Audio Album,Eye in the Sky - 35th Anniversary Edition,"Alan Parsons (surround mix engineer/surround mastering engineer/surround producer), Dave Donnelly (surround mastering engineer), P.J. Olsson (surround mastering engineer), The Alan Parsons Project (artist)",TRUE
2019,Best Immersive Audio Album,Seven Words from the Cross,"Daniel Shores (surround mix engineer/surround mastering engineer/surround producer), Matthew Guard (artist), Skylark (artist)",FALSE
2019,Best Immersive Audio Album,Symbol,"Prashant Mistry (surround mix engineer/surround producer), Darcy Proper (surround mix engineer/surround mastering engineer/surround producer)",FALSE
2019,Best Improvised Jazz Solo,"Don't Fence Me In from American Dreamers: Voices of Hope, Music Of Freedom","John Daversa (soloist), John Daversa Big Band Featuring DACA Artists (artist)",TRUE
2019,Best Instrumental Composition,Blut Und Boden (Blood And Soil),Terence Blanchard (composer),TRUE
2019,Best Instrumental Composition,The Shape of Water,Alexandre Desplat (composer),FALSE
2019,Best Instrumental Composition,Mine Mission,"John Powell (composer), John Williams (composer)",FALSE
2019,Best Jazz Instrumental Album,Emanon,"The Wayne Shorter Quartet (artist), Don Was (producer), Rob Griffin (engineer/mixer)",TRUE
